Time [min],Intensity [counts]
Chromatogram,
11.15,14614
11.15,17045
11.16,16785
11.17,18096
11.17,17068
11.18,16960
11.18,14609
11.19,13510
11.20,11785
11.20,11100
11.21,8560
11.21,8982
11.22,8514
11.23,9135
11.23,9576
11.24,10063
11.24,9893
11.25,10086
11.26,8997
11.26,8366
11.27,9256
11.27,8566
11.28,10189
11.29,13246
11.29,14196
11.30,17837
11.30,18198
11.31,17375
11.32,16679
11.32,14548
11.33,13820
11.33,12624
11.34,11819
11.35,13845
11.35,14939
11.36,14291
11.36,15613
11.37,13952
11.38,14641
11.38,10679
11.39,11874
11.39,9379
11.40,8780
11.41,7861
11.41,6955
11.42,6392
11.42,5613
11.43,5286
11.44,5233
11.44,5283
11.45,5799
11.46,5600
11.46,4079
11.47,5526
11.47,5857
11.48,5336
11.49,5365
11.49,4825
11.50,5732
11.50,7241
11.51,6054
11.52,8806
11.52,9821
11.53,12622
11.53,14062
11.54,17096
11.55,16948
11.55,15117
11.56,13703
11.56,12228
11.57,10482
11.58,8695
11.58,6869
11.59,6623
11.59,5574
11.60,4919
11.61,4641
11.61,6048
11.62,15570
11.62,26165
11.63,31248
11.64,30590
11.64,28933
11.65,25681
11.65,22743
11.66,19162
11.67,16501
11.67,15665
11.68,14073
11.68,13740
11.69,11851
11.70,11320
11.70,9582
11.71,10287
11.71,9480
11.72,8560
11.73,8376
11.73,9133
11.74,9289
11.75,8467
11.75,8049
11.76,8136
11.76,8039
11.77,7587
11.78,7831
11.78,6995
11.79,6988
11.79,6136
11.80,6841
11.81,6399
11.81,5847
11.82,5827
11.82,6544
11.83,6721
11.84,6129
11.84,6213
11.85,6992
11.85,7013
11.86,5606
11.87,7089
11.87,6026
11.88,6792
11.88,6623
11.89,5884
11.90,6042
11.90,5507
11.91,6222
11.91,5672
11.92,5947
11.93,5670
11.93,5743
11.94,5692
11.94,5946
11.95,5965
11.96,5318
11.96,5452
11.97,6200
11.97,5465
11.98,5566
11.99,7006
11.99,8450
12.00,8965
12.00,9570
12.01,8677
12.02,9583
12.02,9753
12.03,8539
12.04,9543
12.04,8453
12.05,8646
12.05,9169
12.06,8753
12.07,9852
12.07,9511
12.08,9056
12.08,8841
12.09,9506
12.10,10665
12.10,7990
12.11,8559
12.11,7211
12.12,6620
12.13,7515
12.13,6565
12.14,6867
12.14,7241
12.15,12314
12.16,21251
12.16,32224
12.17,42622
12.17,50312
12.18,56153
12.19,52857
12.19,51018
12.20,48634
12.20,46208
12.21,41055
12.22,38396
12.22,35234
12.23,33902
12.23,32148
12.24,29283
12.25,29431
12.25,26028
12.26,24193
12.26,22434
12.27,21275
12.28,18279
12.28,16976
12.29,16510
12.29,16229
12.30,20642
12.31,25716
12.31,26390
12.32,25222
12.33,25069
12.33,25853
12.34,24031
12.34,24041
12.35,23480
12.36,21895
12.36,22007
12.37,21984
12.37,22851
12.38,22075
12.39,23327
12.39,23831
12.40,23774
12.40,23467
12.41,21699
12.42,22241
12.42,22433
12.43,22754
12.43,23750
12.44,23021
12.45,23963
12.45,22951
12.46,21859
12.46,24997
12.47,44645
12.48,54916
12.48,55508
12.49,50942
12.49,45741
12.50,44791
12.51,39792
12.51,39151
12.52,36274
12.52,33153
12.53,30612
12.54,28289
12.54,27243
12.55,26108
12.55,23484
12.56,24216
12.57,24394
12.57,27042
12.58,29621
12.58,34001
12.59,38976
12.60,40663
12.60,38769
12.61,38520
12.62,35110
12.62,35032
12.63,31298
12.63,30443
12.64,27084
12.65,23437
12.65,22333
12.66,19780
12.66,17849
12.67,17132
12.68,15498
12.68,14757
12.69,13424
12.69,13025
12.70,12871
12.71,13386
12.71,12690
12.72,13846
12.72,13720
12.73,13856
12.74,13476
12.74,13095
12.75,12759
12.75,13641
12.76,13599
12.77,12981
12.77,13794
12.78,14287
12.78,13739
12.79,12323
12.80,13043
12.80,14629
12.81,17789
12.81,30877
12.82,59626
12.83,104102
12.83,142193
12.84,175856
12.84,188924
12.85,179589
12.86,164025
12.86,140937
12.87,113943
12.87,96847
12.88,76966
12.89,60514
12.89,50231
12.90,40509
12.91,33049
12.91,27250
12.92,23868
12.92,21590
12.93,21360
