Time [min],Intensity [counts]
Chromatogram,
10.90,1819
10.91,1935
10.91,2244
10.92,2001
10.92,1887
10.93,2128
10.94,1903
10.94,1966
10.95,1764
10.95,1916
10.96,1772
10.97,1642
10.97,1740
10.98,1521
10.98,1976
10.99,1753
11.00,1838
11.00,1702
11.01,2229
11.01,2055
11.02,1819
11.03,2317
11.03,3388
11.04,3062
11.04,2890
11.05,2716
11.06,3417
11.06,2907
11.07,2354
11.07,2469
11.08,2834
11.09,2369
11.09,2663
11.10,2808
11.10,2528
11.11,2267
11.12,2524
11.12,2382
11.13,2661
11.13,3067
11.14,1991
11.15,2932
11.15,2493
11.16,2224
11.17,2248
11.17,1923
11.18,2594
11.18,2302
11.19,2239
11.20,2270
11.20,2134
11.21,2242
11.21,2113
11.22,2162
11.23,2605
11.23,1803
11.24,1780
11.24,1841
11.25,1996
11.26,1810
11.26,2481
11.27,1974
11.27,1951
11.28,2143
11.29,1963
11.29,1678
11.30,2150
11.30,1760
11.31,1751
11.32,1960
11.32,2059
11.33,2217
11.33,1777
11.34,1788
11.35,2041
11.35,1915
11.36,2111
11.36,1567
11.37,2614
11.38,2113
11.38,1892
11.39,1825
11.39,2081
11.40,2247
11.41,2344
11.41,1904
11.42,2503
11.42,1822
11.43,1992
11.44,1981
11.44,2063
11.45,2164
11.46,1801
11.46,1905
11.47,1823
11.47,2396
11.48,2121
11.49,1960
11.49,1932
11.50,1717
11.50,2252
11.51,2363
11.52,1821
11.52,1752
11.53,1865
11.53,1812
11.54,2067
11.55,2341
11.55,2704
11.56,2740
11.56,2613
11.57,2876
11.58,2915
11.58,3094
11.59,3609
11.59,2654
11.60,2599
11.61,2298
11.61,2495
11.62,2283
11.62,2366
11.63,2428
11.64,2715
11.64,2127
11.65,1894
11.65,2034
11.66,2147
11.67,2375
11.67,2157
11.68,2118
11.68,2138
11.69,2096
11.70,2375
11.70,1809
11.71,2053
11.71,1893
11.72,1818
11.73,1677
11.73,1612
11.74,1768
11.75,1612
11.75,1901
11.76,2018
11.76,2056
11.77,2150
11.78,1688
11.78,1768
11.79,1741
11.79,2321
11.80,1691
11.81,1924
11.81,1959
11.82,1627
11.82,1728
11.83,2065
11.84,1750
11.84,2149
11.85,2162
11.85,2257
11.86,1765
11.87,2150
11.87,1700
11.88,2124
11.88,1948
11.89,1627
11.90,2197
11.90,2114
11.91,1631
11.91,1502
11.92,1769
