Time [min],Intensity [counts]
Chromatogram,
6.63,2369.619141
6.64,2351.142578
6.65,2182.333496
6.65,2199.285645
6.66,2199.571289
6.66,2225.999756
6.67,2259.047363
6.68,2288.856934
6.68,2289.761963
6.69,2353.952393
6.69,2521.095459
6.70,2464.285889
6.71,2490.809814
6.71,2481.142578
6.72,2440.857422
6.72,2328.999756
6.73,2312.047852
6.74,2213.428711
6.74,2208.904785
6.75,2239.095215
6.75,2295.19043
6.76,2188.857178
6.77,2168.380859
6.77,2242.047607
6.78,2258.666748
6.78,2145.952393
6.79,2144.142822
6.80,2104.619141
6.80,2181.857178
6.81,2314.904785
6.81,2321.761719
6.82,2203.856934
6.83,2112.095215
6.83,2259.095215
6.84,2308.952148
6.84,2366.666748
6.85,2351.714111
6.86,2185.285645
6.86,2017.476074
6.87,2149.523926
6.88,2100.952393
6.88,2067.047363
6.89,2103.809326
6.89,2062.428467
6.90,2044.238159
6.91,2277.857178
6.91,2223.285645
6.92,2282.523926
6.92,2290.19043
6.93,2206.19043
6.94,2066.238037
6.94,2028.285767
6.95,2020.571655
6.95,2143.571533
6.96,2204.285889
6.97,2242.761963
6.97,2174.19043
6.98,2087.857178
6.98,2038.714233
6.99,2031.047607
7.00,2108.80957
7.00,2240.19043
7.01,2386.285889
7.01,2401.619141
7.02,2254.476074
7.03,2149.523926
7.03,2027.047729
7.04,1956.19043
7.04,2012.285645
7.05,2116.095215
7.06,2239.047607
7.06,2203.571533
7.07,2055.238037
7.07,1945.380981
7.08,1935.047607
7.09,2089.095215
7.09,2252.761963
7.10,2275.142822
7.10,2149.619141
7.11,2097.904785
7.12,2167.428711
7.12,2261.714355
7.13,2328.381104
7.13,2343.33374
7.14,2161.142822
7.15,2408.190674
7.15,2820.904541
7.16,3498.286133
7.17,4199.476074
7.17,4693.905273
7.18,4691.238281
7.18,4617.619141
7.19,4220.380859
7.20,3763.190186
7.20,3458.952393
7.21,3234.047607
7.21,2807.095215
7.22,2410.476074
7.23,2154.285645
7.23,2011.761963
7.24,2124.952393
7.24,2213.666748
7.25,2282.238037
7.26,2317.714355
7.26,2364.618896
7.27,2486.619141
7.27,2835.428467
7.28,3092.618896
7.29,3304.000244
7.29,3393.428467
7.30,3131.904541
7.30,2891.380859
7.31,2618.333252
7.32,2454.285889
7.32,2469.761963
7.33,2600.523926
7.33,2647.285889
7.34,2739.333496
7.35,2821.952393
7.35,2784.238281
7.36,2685.333252
7.36,2541.142822
7.37,2481.428467
7.38,2497.238281
7.38,2605.856934
7.39,2630.238037
7.39,2534.19043
7.40,2486.905029
7.41,2443.80957
7.41,2251.047607
7.42,2142.619141
7.42,2010.571411
7.43,2010.571411
7.44,2190.714111
7.44,2282.142578
7.45,2397.333496
7.46,2392.428467
7.46,2360.523926
7.47,2466.428711
7.47,2730.143066
7.48,3149.476074
7.49,3417.095459
7.49,3699
7.50,3958.333252
7.50,4305.380859
7.51,4370.523438
7.52,4287.428711
7.52,3860.904785
7.53,3513.190674
7.53,3070.523438
7.54,2907.285645
7.55,2582.713867
7.55,2458.714355
7.56,2377.571533
7.56,2519.095459
7.57,2561.142822
7.58,2833.666748
7.58,2913.80957
7.59,2887
7.59,2735.285645
7.60,2572.952637
7.61,2316.904785
7.61,2446.761719
7.62,2498.571533
7.62,2571.428711
7.63,2520.952148
7.64,2548.618896
7.64,2464.285645
7.65,2295.952148
7.65,2151.428711
7.66,2120.857178
7.67,2116.19043
7.67,2138.476318
7.68,2126.238281
7.68,1962.380981
7.69,2001.142822
7.70,2108.856934
7.70,2279.714355
7.71,2308.095215
7.71,2344.571533
7.72,2263.19043
7.73,2336.19043
7.73,2158.571533
7.74,2039.285645
7.75,1961.095337
7.75,2094.428467
7.76,2134.19043
7.76,2370.19043
7.77,2369.476074
7.78,2216.143066
7.78,1995.380981
7.79,2002.523804
7.79,1977.666504
7.80,2097.857178
7.81,2252.333496
7.81,2334
7.82,2239.047607
7.82,2219.666748
7.83,2104.666504
7.84,2028.285645
7.84,2088.857178
7.85,2151.571533
7.85,2106.047607
7.86,2111.142822
7.87,2009.904785
7.87,2134.761963
7.88,2175.285645
7.88,2175.856934
7.89,2223.952393
7.90,2426.333252
7.90,2325.143066
7.91,2343.285645
7.91,2082.761719
7.92,2029.238037
7.93,1991.380859
7.93,2151.095215
7.94,2121.380859
7.94,2081.523438
7.95,2104.523926
7.96,2200
7.96,2105.80957
7.97,2198.714111
7.97,2153
7.98,2109.523926
7.99,2104
7.99,2025.523804
8.00,1884.666626
8.00,1973.857178
8.01,1982.095215
8.02,1914.333496
8.02,2044.190674
8.03,2003.095215
8.04,1905.619019
8.04,1847.761841
8.05,1695.666748
8.05,1659.952393
8.06,1878.285767
8.07,1932.047485
8.07,1978
8.08,1929.952515
8.08,1945.095337
8.09,2010.380981
8.10,2089.285645
8.10,2177.904785
8.11,2133.952393
8.11,2093.047607
8.12,1980.619019
8.13,1896.857056
8.13,1870.190552
8.14,1949.714355
8.14,1996.238159
8.15,2134.380859
8.16,2056.714111
8.16,2084.904785
8.17,2091.666504
8.17,1985
8.18,1859.571533
8.19,1824.047729
8.19,1768.333374
8.20,1898.619141
8.20,2047.19043
8.21,2096.143066
8.22,2069.857178
8.22,2098.047852
8.23,2138.19043
8.23,2225.476074
8.24,2216.904785
8.25,2212.238037
8.25,2097.238037
8.26,1999.571533
8.26,2032.095215
8.27,2038.333252
8.28,2079.904541
8.28,2047.857178
8.29,1870.142822
8.29,1826.047485
8.30,1910.714233
8.31,1967.714111
8.31,1976.523804
8.32,1970.333252
8.33,1998.476318
8.33,2164.142578
8.34,2232.714111
8.34,2329.666748
8.35,2318.333496
8.36,2219.19043
8.36,2174.619141
8.37,2194.761963
8.37,2291.666504
8.38,2533.809326
8.39,2736.094971
8.39,2766.714355
8.40,2838.80957
8.40,2881.952393
8.41,2969.381348
8.42,2692.952148
8.42,2415.142578
8.43,2221.047607
8.43,2007.333252
8.44,2083.666504
8.45,2327.095215
8.45,2567.047363
8.46,3164.571289
8.46,3512.666504
8.47,3400.428711
8.48,3246.619141
8.48,2989.523926
8.49,2798.285645
8.49,2867.285645
8.50,2819.523682
8.51,2664.952148
8.51,2619.190186
8.52,2505.666504
8.52,2529.286133
8.53,2588.761963
8.54,2563.523438
8.54,2451.333496
8.55,2497.333496
8.55,2494.905029
8.56,2465.857178
8.57,2413.666504
8.57,2400.714111
