Time [min],Intensity [counts]
Chromatogram,
6.51,1853.904785
6.52,1934.857178
6.52,1968.190552
6.53,2007
6.54,2019.619019
6.54,1987
6.55,2102.285645
6.55,2164.19043
6.56,2064.428711
6.57,1987.19043
6.57,1899.476196
6.58,1912.285767
6.59,1927.619019
6.59,1944.571289
6.60,1935.095337
6.60,1953.238037
6.61,1821
6.62,1840.523804
6.62,1748.238159
6.63,1783.333374
6.63,1910.047607
6.64,1901.904785
6.65,2019.571533
6.65,2088.857178
6.66,2113.619141
6.66,2048.095215
6.67,1968.571289
6.68,1725.523804
6.68,1777
6.69,1841.380981
6.69,1964.142822
6.70,1994.999878
6.71,2087.571289
6.71,2056.904785
6.72,2041.095337
6.72,1940.047607
6.73,1898.952393
6.74,1969.476196
6.74,2098.714355
6.75,2152.761719
6.75,2038.904663
6.76,1970.000244
6.77,1892.428589
6.77,1825.66687
6.78,1834.1427
6.78,1851.809448
6.79,1911.19043
6.80,1998.523682
6.80,1978.666626
6.81,1900.428467
6.81,1887.523804
6.82,1908.333374
6.83,1866.857056
6.83,1770.571533
6.84,1645.238037
6.85,1741.761841
6.85,1777.238037
6.86,1930
6.86,1916.523804
6.87,1950.619019
6.88,1919.333374
6.88,1995.238037
6.89,1986.857056
6.89,2039.285645
6.90,1959.33313
6.91,1935.952393
6.91,1901.904785
6.92,1936.095093
6.92,1877.095215
6.93,1894.571533
6.94,1941.80957
6.94,1862.952393
6.95,1827.238037
6.95,1903.285767
6.96,1897.380981
6.97,1920.761963
6.97,1932.523804
6.98,1739.19043
6.98,1680.571533
6.99,1686.333374
7.00,1918.619019
7.00,2099.761719
7.01,2078.380859
7.01,1894.095215
7.02,1888.904785
7.03,1792.666626
7.03,1938.047729
7.04,2020.047485
7.04,2029.904785
7.05,2127.19043
7.06,2191.761963
7.06,2100.285645
7.07,1947.857178
7.07,1807.857178
7.08,1765.952515
7.09,1778.380859
7.09,1899.761963
7.10,2004.285645
7.10,2027.571411
7.11,2059.047607
7.12,2032.809448
7.12,2005.571411
7.13,2056.857178
7.14,2123.809326
7.14,2124.285645
7.15,2145.523682
7.15,2080.19043
7.16,2052.952393
7.17,2043.19043
7.17,1962.142822
7.18,1998.761963
7.18,2021.381104
7.19,1951.904907
7.20,1904.333374
7.20,1875.428467
7.21,1807.095215
7.21,1944.476196
7.22,2014.19043
7.23,1979.428589
7.23,1958.809448
7.24,1927.380981
7.24,1966.571533
7.25,1936.428467
7.26,1971.047729
7.26,1871.285767
7.27,1784.904663
7.27,1766.999878
7.28,1841.857056
7.29,1771.619019
7.29,1954.619019
7.30,2038.380981
7.30,2068.047607
7.31,2147.428467
7.32,2124.428711
7.32,2062.476074
7.33,2125.80957
7.33,2176.523682
7.34,2179.095215
7.35,2283.80957
7.35,2241
7.36,2165.80957
7.36,2089.380859
7.37,2165.190674
7.38,2195.333496
7.38,2160.190186
7.39,2026.857056
7.39,1920.333374
7.40,1915.19043
7.41,2076
7.41,2330.285645
7.42,2263.761963
7.43,2104.714355
7.43,2017.476196
7.44,1980.095337
7.44,1995.047485
7.45,2075.333252
7.46,1997.761963
7.46,2010.428589
7.47,2072.285645
7.47,2101.904785
7.48,2057.857178
7.49,1963.714233
7.49,1911.714233
7.50,1882.333374
7.50,1909.095215
7.51,1866.476196
7.52,1848.095337
7.52,1823.095093
7.53,1826.571411
7.53,1876.952393
7.54,1918.571533
7.55,1931.904785
7.55,2031.904663
7.56,2050
7.56,2053.952393
7.57,2151.952393
7.58,2221.380859
7.58,2130.714355
7.59,2045.523682
7.59,1915.285645
7.60,1781.380981
7.61,1736.285767
7.61,1745
7.62,1758.285767
7.62,1871.714233
7.63,1932.380981
7.64,2038.190552
7.64,2015.761841
7.65,1989.571533
7.65,2027.952393
7.66,1871.571411
7.67,1751.095215
7.67,1724.095093
7.68,1824.714355
7.68,1921.380981
7.69,1995.190552
7.70,1947.714233
7.70,1961.619141
7.71,1977.857178
7.72,2014.047485
7.72,1971.66687
7.73,1940.285767
7.73,1897.761963
7.74,1851.857178
7.75,1944.952393
7.75,1964.904663
7.76,1982.714233
7.76,2023.761841
7.77,1987.285522
7.78,1979.666504
7.78,1953.761963
7.79,1905.714233
7.79,1987.333374
7.80,2026.523682
7.81,2033.143066
7.81,1977.523682
7.82,1891.380981
7.82,1825.190552
7.83,1904.190308
7.84,1902.380981
7.84,1969.380859
7.85,1854.761841
7.85,1802.380981
7.86,1715.571411
7.87,1720.80957
7.87,1752.619019
7.88,1902.190552
7.88,1941.904785
7.89,2029.428467
7.90,2039.952271
7.90,1947.904785
7.91,1838.428589
7.91,1825.047607
7.92,1767.571411
7.93,1852.857178
7.93,1901.904663
7.94,1864.571411
7.94,1806.857056
7.95,1813.809448
7.96,1790.047607
7.96,1885.047729
7.97,2065.142822
7.97,2097.523682
7.98,2020.666626
7.99,1892.047607
7.99,1784.333252
8.00,1787.523682
8.01,1972.047729
8.01,2219.238037
8.02,2272.380615
8.02,2237.857178
8.03,2158.095215
8.04,2049.619141
8.04,2124.047607
8.05,2173.523682
8.05,2077.238281
8.06,1964.047607
8.07,1939.238037
8.07,1800.666504
8.08,1852.095337
8.08,1848.095215
8.09,1852.047729
8.10,1946.619141
8.10,1988.619141
8.11,1821.666748
8.11,1815.476196
8.12,1833.047485
8.13,1896.190552
8.13,2010.333374
8.14,2048.666748
8.14,2079.476074
8.15,2088.571533
8.16,2020.857056
8.16,1894.380981
8.17,1753.19043
8.17,1671.19043
8.18,1846.476196
8.19,2092.666748
8.19,2056.476318
8.20,2050.333252
8.20,2012.142822
8.21,1990.428467
8.22,2067
8.22,2113.80957
8.23,2000.761963
8.23,2069.238037
8.24,2071.095215
8.25,2099.238281
8.25,2016.80957
8.26,1957.714233
8.26,1913.619141
8.27,1957.333252
8.28,2017.428589
8.28,2057.476074
8.29,2058.904785
8.30,1995.761841
8.30,1911.571411
8.31,1888.904785
8.31,2023.904785
8.32,2165.571533
8.33,2220.476318
8.33,2107.476318
8.34,1949.476074
8.34,1793.333252
8.35,1785.428589
8.36,1825.714233
8.36,1901.714355
8.37,1957.333374
8.37,1916.380981
8.38,2032.761841
8.39,2012.714355
8.39,1911.095093
8.40,1799.381104
8.40,1796.952393
8.41,1896.571411
8.42,2027.952393
8.42,2009.714355
8.43,1983.095215
8.43,1837.476074
8.44,1783.238037
8.45,1908.80957
8.45,1954.714355
8.46,1856.19043
8.46,1702.476318
8.47,1679.523804
8.48,1697.285645
8.48,1855.571411
8.49,1995.523804
8.49,1932.476196
8.50,1784.666626
8.51,1767.761963
8.51,1785.285645
8.52,1852.857178
8.52,1956.476074
8.53,2055.666748
8.54,2088.19043
8.54,2105.619141
8.55,2044.095215
8.55,1946.238159
8.56,2245.523438
8.57,2384.095215
8.57,2643.857178
8.58,2896.333496
8.59,2885.666748
8.59,2817.238281
8.60,3053.761719
