Time [min],Intensity [counts]
Chromatogram,
11.24,3957
11.24,3232
11.25,3375
11.26,4271
11.26,3386
11.27,3784
11.27,3140
11.28,3838
11.29,3872
11.29,3403
11.30,3455
11.30,3274
11.31,3894
11.32,5414
11.32,5248
11.33,5974
11.33,7114
11.34,5808
11.35,5393
11.35,5380
11.36,4586
11.36,4447
11.37,4485
11.38,4211
11.38,3965
11.39,3688
11.39,3983
11.40,3442
11.41,4159
11.41,3863
11.42,3382
11.42,3468
11.43,3592
11.44,3091
11.44,2841
11.45,3373
11.45,2971
11.46,3467
11.47,3178
11.47,2609
11.48,2795
11.49,2983
11.49,3384
11.50,2915
11.50,2706
11.51,2743
11.52,3059
11.52,2555
11.53,3007
11.53,3503
11.54,4093
11.55,3911
11.55,4896
11.56,4085
11.56,4476
11.57,5188
11.58,5024
11.58,5109
11.59,4623
11.59,3617
11.60,3346
11.61,2913
11.61,3545
11.62,2794
11.62,3473
11.63,3038
11.64,2737
11.64,2846
11.65,2639
11.65,2603
11.66,2583
11.67,2437
11.67,2118
11.68,2909
11.68,2703
11.69,2996
11.70,3593
11.70,3759
11.71,4390
11.71,4070
11.72,4368
11.73,4387
11.73,3766
11.74,3628
11.74,3689
11.75,3076
11.76,3317
11.76,3862
11.77,3266
11.78,3709
11.78,2958
11.79,3406
11.79,3470
11.80,3472
11.81,3225
11.81,3244
11.82,2966
11.82,3557
11.83,3198
11.84,3016
11.84,3391
11.85,2531
11.85,2924
11.86,2953
11.87,2401
11.87,2610
11.88,2514
11.88,2610
11.89,2305
11.90,1935
11.90,1818
11.91,2464
11.91,2421
11.92,3153
11.93,2036
11.93,2684
11.94,2993
11.94,2248
11.95,2770
11.96,2616
11.96,2708
11.97,2135
11.97,2691
11.98,2616
11.99,2761
11.99,2074
12.00,2365
12.00,2345
12.01,2614
12.02,2722
12.02,2994
12.03,2654
12.04,2961
12.04,2287
12.05,2499
12.05,2950
12.06,2458
12.07,2166
12.07,2303
12.08,2607
12.08,2120
12.09,2489
12.10,2514
12.10,2731
12.11,2719
12.11,2384
12.12,3082
12.13,2720
12.13,2198
12.14,2588
12.14,2463
12.15,2898
12.16,2578
12.16,2784
12.17,2565
12.17,2252
12.18,2698
12.19,2747
12.19,2266
12.20,2710
12.20,3168
12.21,2476
12.22,3222
12.22,2883
12.23,4675
12.23,5158
12.24,5676
12.25,5432
12.25,5649
12.26,5780
12.26,5841
12.27,5785
12.28,6162
12.28,5270
12.29,6210
12.29,5677
12.30,5074
12.31,4847
12.31,5294
12.32,5474
12.33,5256
12.33,5172
12.34,5040
12.34,5568
12.35,5096
12.36,4584
12.36,5417
12.37,4721
12.37,4956
12.38,4733
12.39,4715
12.39,4384
12.40,4467
12.40,4612
12.41,5486
12.42,4696
12.42,5237
12.43,5069
12.43,5519
12.44,5090
12.45,4835
12.45,5520
12.46,4829
12.46,4865
12.47,4574
12.48,4394
12.48,4207
12.49,3899
12.49,4133
12.50,3816
12.51,3552
12.51,3652
12.52,4127
12.52,4099
12.53,3574
12.54,3435
12.54,3492
12.55,3752
12.55,4454
12.56,3741
12.57,4805
12.57,3585
12.58,3317
12.58,3778
12.59,3384
12.60,5458
12.60,6795
12.61,7829
12.62,8035
12.62,8710
12.63,8971
12.63,8422
12.64,9319
12.65,8915
12.65,8935
12.66,9498
12.66,8864
12.67,8398
12.68,7430
12.68,6442
12.69,6640
12.69,6816
12.70,5773
12.71,6105
12.71,5209
12.72,4656
12.72,5436
12.73,4362
12.74,5045
12.74,5271
12.75,4336
12.75,4596
12.76,4520
12.77,4226
12.77,4046
12.78,3888
12.78,3976
12.79,3933
12.80,3558
12.80,3639
12.81,4073
12.81,4351
12.82,6246
12.83,13687
12.83,24222
12.84,36365
12.84,43612
12.85,48077
12.86,45480
12.86,42504
12.87,38786
12.87,30376
12.88,25961
12.89,21563
12.89,18457
12.90,15633
12.91,13154
12.91,11966
12.92,10530
12.92,9381
12.93,7840
12.94,8319
12.94,6559
12.95,6830
12.95,6476
12.96,6128
12.97,5000
12.97,5349
12.98,5190
12.98,4442
12.99,4738
13.00,4650
13.00,4868
13.01,4156
13.01,4244
13.02,4063
13.03,3784
13.03,4135
13.04,3584
13.04,4074
13.05,4281
13.06,4075
13.06,4275
13.07,3690
13.07,3076
13.08,3460
13.09,2945
13.09,3819
13.10,3691
13.10,3332
13.11,3820
13.12,3816
13.12,3211
13.13,3911
13.13,3765
13.14,3697
13.15,4047
13.15,3218
13.16,3073
13.16,3042
13.17,3850
13.18,3383
13.18,4146
13.19,4104
13.20,3319
13.20,3427
13.21,3980
13.21,3065
13.22,3672
13.23,3719
13.23,3873
13.24,3887
13.24,3992
13.25,4020
13.26,3515
13.26,3353
13.27,3515
13.27,3638
13.28,3115
13.29,3655
13.29,3202
13.30,3567
13.30,2983
13.31,3519
13.32,3759
13.32,3269
13.33,2402
13.33,3042
13.34,3170
13.35,4051
13.35,2991
13.36,3796
13.36,3854
13.37,3781
13.38,3877
13.38,3485
13.39,2733
13.39,3844
13.40,3834
13.41,4014
13.41,3760
13.42,3817
13.42,3457
13.43,4025
13.44,3611
13.44,3300
13.45,2433
13.45,3650
13.46,2790
13.47,2963
13.47,2921
13.48,2950
13.49,3055
13.49,3017
13.50,3472
13.50,3290
13.51,2643
13.52,2595
13.52,2766
13.53,3039
13.53,2977
13.54,2566
13.55,2999
13.55,2262
13.56,2208
13.56,2690
13.57,2513
13.58,2938
13.58,3423
13.59,3124
13.59,2967
